parcel_id,group,variety,yield_year,yield_tn_ha,yield_lag1,alternance,CP_lag1,CH12_lag1,CU_lag1,Tmean_chill_lag1,Tmax_mean_FLOR,Tmean_mean_FLOR,Tmax_mean_CREC,Tmean_mean_CREC,ET0_sum_CREC,Tmax_mean_ENVE,Tmean_mean_ENVE,KDD35_ANN,CDD30_ANN,Tmean_mean_ANN,NDRE_repro_lag1,CIre_repro_lag1,NDVI_repro_lag1,n_repro_imgs,NDVI_CREC,NDRE_CREC,n_crec_imgs
C-11,C,Sevillana-Ascolana,2016,1.5,,OFF,0.0,63.0,-1918.5,18.19909006735981,22.23478260869565,18.705227260869563,27.50133333333333,23.3880700296,365.002599737,25.286046511627905,20.28587449511628,0.0,1.1000000000000014,19.34503504438548,,,,,,,
C-11,C,Sevillana-Ascolana,2017,5.25,1.5,OFF,0.0,132.0,-1510.0,17.189485248307474,22.560869565217395,18.9762154176087,28.17432432432432,23.988619462702708,378.98877873900005,25.56521739130436,20.34323946978261,0.0,2.6999999999999997,19.08830740580822,0.271212,0.617726,0.345991,1.0,0.352294,0.275349,1.0
C-11,C,Sevillana-Ascolana,2018,7.1,5.25,ON,0.0,85.0,-1594.0,17.45878732310993,21.121739130434783,17.471536242608693,26.984745762711867,21.955425824067795,268.089548941,24.778260869565216,19.919432407608696,0.0,0.0,18.64161043304985,0.28795000000000004,0.6757535,0.37970000000000004,2.0,0.382362,0.291975,1.0
C-11,C,Sevillana-Ascolana,2019,7.93,7.1,ON,0.0,100.0,-1300.5,16.77075980812661,22.74347826086956,18.86167824173913,27.5171875,22.45878673234375,281.780881435,24.51739130434782,19.79306246130435,0.0,1.3999999999999986,18.22257596856338,0.289446,0.6741055,0.37111400000000005,2.0,0.3671457142857143,0.28994385714285714,7.0
C-11,C,Sevillana-Ascolana,2020,8.05,7.93,ON,1.0015394737663663,147.0,-1051.0,16.321239945625745,21.793478260869566,17.03088756630435,27.361333333333334,21.10504912813333,314.97395890800004,25.654347826086955,19.354393115869566,0.0,2.400000000000002,17.773841312622952,0.25885980000000003,0.5616176,0.345166,5.0,0.352465,0.27783654545454545,11.0
C-11,C,Sevillana-Ascolana,2022,11.12,,ON,3.029690606961055,417.0,-1016.5,16.55968325945904,22.09347826086957,15.95058876847826,24.77076923076923,18.65750000015385,247.575818777,23.54318181818182,17.01148042977273,0.0,0.0,16.10811342610606,0.280721,0.649052,0.38241400000000003,2.0,0.3750435,0.28568375,8.0
C-11,C,Sevillana-Ascolana,2023,4.06,11.12,OFF,4.024588875343309,489.0,-889.5,16.029180732487994,22.08888888888889,16.198379629444446,26.014,19.8327083336,202.452458434,26.450000000000003,20.21041666636364,0.0,3.8000000000000007,18.23116372696319,0.28861675,0.675110125,0.40332875,8.0,0.3890835,0.2879616,10.0
C-11,C,Sevillana-Ascolana,2024,0.64,4.06,OFF,0.0,30.0,-1792.0,18.45498804715187,23.805,17.91661458325,26.838709677419352,20.563474462258064,254.83836898,24.32,18.070235509000003,0.0,3.400000000000002,18.24257023328829,0.2858845,0.661184,0.3872015,2.0,0.39142883333333334,0.29795366666666667,6.0
C-9,C,Sevillana-Ascolana,2016,1.29,,OFF,0.0,63.0,-1918.5,18.19909006735981,22.23478260869565,18.705227260869563,27.50133333333333,23.3880700296,365.002599737,25.286046511627905,20.28587449511628,0.0,1.1000000000000014,19.34503504438548,,,,,,,
C-9,C,Sevillana-Ascolana,2017,6.09,1.29,OFF,0.0,132.0,-1510.0,17.189485248307474,22.560869565217395,18.9762154176087,28.17432432432432,23.988619462702708,378.98877873900005,25.56521739130436,20.34323946978261,0.0,2.6999999999999997,19.08830740580822,0.253614,0.55653,0.324244,1.0,0.337002,0.266563,1.0
C-9,C,Sevillana-Ascolana,2018,7.06,6.09,ON,0.0,85.0,-1594.0,17.45878732310993,21.121739130434783,17.471536242608693,26.984745762711867,21.955425824067795,268.089548941,24.778260869565216,19.919432407608696,0.0,0.0,18.64161043304985,0.2854565,0.659808,0.37095049999999996,2.0,0.365675,0.277056,1.0
C-9,C,Sevillana-Ascolana,2019,8.51,7.06,ON,0.0,100.0,-1300.5,16.77075980812661,22.74347826086956,18.86167824173913,27.5171875,22.45878673234375,281.780881435,24.51739130434782,19.79306246130435,0.0,1.3999999999999986,18.22257596856338,0.277028,0.6302095,0.35029299999999997,2.0,0.3482244285714286,0.27718057142857144,7.0
C-9,C,Sevillana-Ascolana,2020,7.26,8.51,ON,1.0015394737663663,147.0,-1051.0,16.321239945625745,21.793478260869566,17.03088756630435,27.361333333333334,21.10504912813333,314.97395890800004,25.654347826086955,19.354393115869566,0.0,2.400000000000002,17.773841312622952,0.2475794,0.5185698000000001,0.3266318,5.0,0.32499836363636364,0.2590093636363636,11.0
C-9,C,Sevillana-Ascolana,2022,10.22,,ON,3.029690606961055,417.0,-1016.5,16.55968325945904,22.09347826086957,15.95058876847826,24.77076923076923,18.65750000015385,247.575818777,23.54318181818182,17.01148042977273,0.0,0.0,16.10811342610606,0.26660249999999996,0.592305,0.3628485,2.0,0.3662475,0.283576875,8.0
C-9,C,Sevillana-Ascolana,2023,4.07,10.22,OFF,4.024588875343309,489.0,-889.5,16.029180732487994,22.08888888888889,16.198379629444446,26.014,19.8327083336,202.452458434,26.450000000000003,20.21041666636364,0.0,3.8000000000000007,18.23116372696319,0.270925125,0.610441375,0.37601087499999997,8.0,0.3732391,0.2775452,10.0
C-9,C,Sevillana-Ascolana,2024,0.62,4.07,OFF,0.0,30.0,-1792.0,18.45498804715187,23.805,17.91661458325,26.838709677419352,20.563474462258064,254.83836898,24.32,18.070235509000003,0.0,3.400000000000002,18.24257023328829,0.280136,0.6352805,0.374085,2.0,0.3829031666666667,0.29336216666666665,6.0
