date,Tmax,Tmin,Tmean,Tdew_mean,RH_mean,RH_min,RH_max,Rs_mean_Wm2,Rs_max_Wm2,Precip_mm,Wind_mean_ms,Wind_max_ms,UV_max,Heat_index_max,DTR,Rs_MJm2,Tmean_minmax,Ra_MJm2,ET0_Harg,ET0_PM,ET0,GDD_10,CDD_30,qc_Tmax_missing,qc_Rs_missing,qc_any_gap,year
1/1/2015,25.1,18.4,21.99361702,15.27659574,66.17021277,53,82,275.7021277,918,0,2.995744681,20.9,13.4,24.9,6.7,23.82066383,21.75,41.5870655,9.791968363,5.116722749,5.116722749,11.75,0,0,0,0,2015
1/2/2015,25.7,20.5,22.3,15.50208333,65.64583333,56,72,184.5,878,0,2.533333333,24.1,12.2,25.9,5.2,15.9408,23.1,41.58043246,8.919526863,4.073244911,4.073244911,13.1,0,0,0,0,2015
1/3/2015,26.1,20.4,22.38125,15.45,65.25,53,72,224.3541667,904,0,3.233333333,25.7,12.8,26.2,5.7,19.3842,23.25,41.57282459,9.371043592,4.732521913,4.732521913,13.25,0,0,0,0,2015
1/4/2015,26.2,19.9,22.03333333,15.35833333,66.27083333,55,77,196.75,868,0,2.633333333,20.9,10.8,26,6.3,16.9992,23.05,41.56422398,9.801890535,4.183517144,4.183517144,13.05,0,0,0,0,2015
1/5/2015,25.6,19.5,22.00833333,15.44583333,66.85416667,54,79,237.6041667,948,0,2.6,20.9,13.3,25.6,6.1,20.529,22.55,41.55461165,9.52479244,4.586885474,4.586885474,12.55,0,0,0,0,2015
1/6/2015,26.3,19.8,22.15625,15.44375,66.22916667,52,75,213.0625,934,0,2.833333333,22.5,13.8,26.2,6.5,18.4086,23.05,41.54396749,9.951408288,4.433367743,4.433367743,13.05,0,0,0,0,2015
1/7/2015,25,20.2,22.16041667,15.30833333,65.54166667,55,76,273.0208333,923,0,3.36875,22.5,13.6,25.2,4.8,23.589,22.6,41.53227035,8.455036605,5.214471026,5.214471026,12.6,0,0,0,0,2015
1/8/2015,26,20.1,22.22916667,15.19583333,64.9375,52,78,220.9166667,921,0,2.9,22.5,13.1,26,5.9,19.0872,23.05,41.51949808,9.475409708,4.603866732,4.603866732,13.05,0,0,0,0,2015
1/9/2015,26.3,20.5,22.71666667,15.17291667,62.97916667,50,73,255.4583333,924,0,2.941666667,24.1,13.3,26.2,5.8,22.0716,23.4,41.50562754,9.472094744,5.131610976,5.131610976,13.4,0,0,0,0,2015
1/10/2015,26.8,20.8,22.7875,15.86666667,65.5625,49,75,226.7083333,909,0,2.666666667,24.1,13,26.8,6,19.5876,23.8,41.49063467,9.724042985,4.637702999,4.637702999,13.8,0,0,0,0,2015
1/11/2015,25.8,20.2,22.15,15.96875,68.45833333,54,77,228,917,0,3.233333333,22.5,12.9,26,5.6,19.6992,23,41.47449449,9.21007388,4.577248567,4.577248567,13,0,0,0,0,2015
1/12/2015,25.3,20.4,22.125,15.6875,67.20833333,54,75,177.3958333,1003,0,2.4,22.5,13,25.5,4.9,15.327,22.85,41.45718122,8.579978428,3.871731262,3.871731262,12.85,0,0,0,0,2015
1/13/2015,26.1,17.4,21.7125,15.26875,67.45833333,52,78,212.2291667,976,0,2.766666667,25.7,13.7,26.2,8.7,18.3366,21.75,41.43866825,11.1183346,4.309345058,4.309345058,11.75,0,0,0,0,2015
1/14/2015,26.4,17,21.62083333,14.44583333,64.79166667,47,79,280.25,921,0,2.3,22.5,12.9,26.3,9.4,24.2136,21.7,41.41892825,11.53686247,5.006961487,5.006961487,11.7,0,0,0,0,2015
1/15/2015,25.4,16.9,21.57708333,14.6125,65.27083333,51,80,271.25,926,0,2.466666667,27.4,13.4,25.5,8.5,23.436,21.15,41.39793318,10.81243277,4.925403484,4.925403484,11.15,0,0,0,0,2015
1/16/2015,26.4,16.7,21.475,14.50625,65.27083333,47,79,199.9791667,921,0,1.933333333,22.5,13,26.1,9.7,17.2782,21.55,41.37565436,11.66281308,3.985412712,3.985412712,11.55,0,0,0,0,2015
1/17/2015,25.7,20.6,22.36666667,14.47291667,61.41666667,47,68,202.6458333,964,0,2.166666667,24.1,13.5,25.5,5.1,17.5086,23.15,41.35206255,8.795570342,4.31021979,4.31021979,13.15,0,0,0,0,2015
1/18/2015,26,18.5,22.02916667,14.75208333,63.8125,50,72,187.5208333,988,0,2.233333333,22.5,13.6,25.9,7.5,16.2018,22.25,41.32712794,10.42548368,4.052130528,4.052130528,12.25,0,0,0,0,2015
1/19/2015,25.5,15.5,20.89583333,14.57291667,68,52,81,281.125,910,0,2.433333333,25.7,13.5,25.6,10,24.2892,20.5,41.30082028,11.50496462,4.829757917,4.829757917,10.5,0,0,0,0,2015
1/20/2015,25.4,15.9,21.27916667,14.94375,67.875,53,79,232,785,0,2.7,20.9,11.3,25.3,9.5,20.0448,20.65,41.27310892,11.25001668,4.429496965,4.429496965,10.65,0,0,0,0,2015
1/21/2015,25.6,18.3,22.1375,15.5375,66.95833333,51,78,248.625,972,0,3.108333333,27.4,13.5,25.6,7.3,21.4812,21.95,41.24396283,10.18794955,4.849319955,4.849319955,11.95,0,0,0,0,2015
1/22/2015,26.1,17.9,22.37291667,15.01458333,64.02083333,50,80,286.3958333,896,0,3.272916667,25.7,12.9,25.9,8.2,24.7446,22,41.21335072,10.80328316,5.458952205,5.458952205,12,0,0,0,0,2015
1/23/2015,26.4,18.2,22.76041667,15.18958333,63.39583333,47,78,275.9583333,880,0,3.345833333,27.4,12.4,26.3,8.2,23.8428,22.3,41.18124108,10.87623457,5.472090232,5.472090232,12.3,0,0,0,0,2015
1/24/2015,27.2,17.7,21.75208333,14.44166667,64.27083333,47,80,269.2708333,896,0,2.7375,24.1,12.8,26.8,9.5,23.265,22.45,41.14760223,11.74086397,5.032780652,5.032780652,12.45,0,0,0,0,2015
1/25/2015,26.3,17,22.08333333,14.49166667,63.0625,49,76,279.1041667,890,0,2.733333333,22.5,13.3,26.4,9.3,24.1146,21.65,41.11240242,11.37598926,5.237083144,5.237083144,11.65,0,0,0,0,2015
1/26/2015,27.1,17.3,22.17291667,14.28125,62.0625,46,77,277.875,892,0,2.233333333,27.4,13.6,26.7,9.8,24.0084,22.2,41.07560986,11.83000383,5.117808741,5.117808741,12.2,0,0,0,0,2015
1/27/2015,27.7,18.3,23.10638298,14.77826087,60.19565217,45,76,278.3617021,892,0,2.46875,24.1,13.2,27.4,9.4,24.05045106,23,41.03719281,11.80672834,5.388501238,5.388501238,13,0,0,0,0,2015
1/28/2015,27.8,17.6,22.60833333,14.75208333,62.29166667,45,78,274.4583333,894,0,2.541666667,27.4,13.4,27.6,10.2,23.7132,22.7,40.99711966,12.19653006,5.231597544,5.231597544,12.7,0,0,0,0,2015
1/29/2015,26.6,17.6,22.28125,16.12083333,68.79166667,49,79,263.0833333,887,0,2.910416667,25.7,13.9,26.7,9,22.7304,22.1,40.95535898,11.27541988,4.877785215,4.877785215,12.1,0,0,0,0,2015
1/30/2015,28,19.4,22.74791667,16.51666667,68.875,49,81,206.4375,886,0,2.272916667,25.7,13.9,27.9,8.6,17.8362,23.7,40.91187959,11.45182205,4.162477836,4.162477836,13.7,0,0,0,0,2015
1/31/2015,27.1,18.8,22.6,16.42083333,69.16666667,53,84,251.1041667,885,0,2.575,25.7,13.6,27.1,8.3,21.6954,22.95,40.86665064,11.03477648,4.711040218,4.711040218,12.95,0,0,0,0,2015
2/1/2015,26.6,18.7,22.65531915,16.67111111,69.75555556,54,79,263.1086957,880,0,2.977083333,27.4,13.3,26.9,7.9,22.7325913,22.65,40.81964167,10.67404663,4.900158775,4.900158775,12.65,0,0,0,0,2015
2/2/2015,26.8,20.2,23.31041667,16.67291667,66.97916667,51,83,220.9791667,788,0,2.570833333,22.5,11.6,27.1,6.6,19.0926,23.5,40.77082271,9.949455882,4.543375463,4.543375463,13.5,0,0,0,0,2015
2/3/2015,27.3,19.2,23.00208333,16.84583333,68.72916667,55,79,185.6458333,883,0,1.8,24.1,13.2,27.5,8.1,16.0398,23.25,40.72016431,10.94190724,3.792533869,3.792533869,13.25,0,0,0,0,2015
2/4/2015,27.7,21.3,23.8875,17.43958333,67.8125,54,79,214.2916667,884,0,2.033333333,20.9,13.9,28.2,6.4,18.5148,24.5,40.66763764,10.00937904,4.323706388,4.323706388,14.5,0,0,0,0,2015
2/5/2015,28.7,20.9,24.19791667,17.4875,67.20833333,46,80,255.625,895,0,2.36875,25.7,13.3,29.1,7.8,22.086,24.8,40.61321455,11.11353194,4.979899941,4.979899941,14.8,0,0,0,0,2015
2/6/2015,28.1,19.3,23.36875,17.67083333,71.35416667,50,83,248,891,0,2.979166667,29,12.5,28.4,8.8,21.4272,23.7,40.55686764,11.48369566,4.759662142,4.759662142,13.7,0,0,0,0,2015
2/7/2015,28,20.4,23.26382979,17.34255319,70.14893617,54,84,158.1489362,738,0,2,24.1,11.7,28.2,7.6,13.66406809,24.2,40.49857033,10.78508606,3.517896329,3.517896329,14.2,0,0,0,0,2015
2/8/2015,27.3,19.9,23.23777778,17.40681818,69.97727273,54,79,163.3555556,822,0,1.8,20.9,12.6,27.7,7.4,14.11392,23.6,40.43829696,10.47458666,3.498636892,3.498636892,13.6,0,0,0,0,2015
2/9/2015,27.8,21.6,23.70212766,17.98888889,70.66666667,55,83,126.6956522,834,0,1.266666667,17.7,10.8,28.4,6.2,10.94650435,24.7,40.3760228,9.827343758,2.874862548,2.874862548,14.7,0,0,0,0,2015
2/10/2015,28,21.4,24.34791667,18.73404255,71.57446809,53,85,235.9782609,891,0,2.670833333,25.7,13.3,28.8,6.6,20.38852174,24.7,40.31172417,10.12325339,4.653663233,4.653663233,14.7,0,0,0,0,2015
2/11/2015,28.7,19.6,23.71875,18.14791667,71.58333333,53,82,241.8958333,911,0,1.966666667,25.7,13.8,29.3,9.1,20.8998,24.15,40.24537847,11.71376517,4.476768771,4.476768771,14.15,0,0,0,0,2015
2/12/2015,27.3,20.5,23.33333333,18.0625,72.85416667,55,86,233.0833333,889,0,2.441666667,27.4,13.3,28.1,6.8,20.1384,23.9,40.17696428,10.04836648,4.384931611,4.384931611,13.9,0,0,0,0,2015
2/13/2015,27.6,18.4,23.28958333,16.775,67.5,54,80,247.0625,855,0,2.572916667,25.7,13.4,28,9.2,21.3462,23,40.10646141,11.4155347,4.791664328,4.791664328,13,0,0,0,0,2015
2/14/2015,28.2,22.4,24.87659574,18.25744681,67.19148936,54,78,248.106383,927,0,2.466666667,24.1,13.5,29,5.8,21.43639149,25.3,40.03385095,9.557547628,4.974995106,4.974995106,15.3,0,0,0,0,2015
2/15/2015,28.8,22.6,25.01086957,17.64782609,64.5,48,77,232.9347826,893,0,2.2,22.5,13.7,29.3,6.2,20.12556522,25.7,39.95911536,9.954714355,4.832004988,4.832004988,15.7,0,0,0,0,2015
2/16/2015,26.7,20.4,23.60416667,17.31666667,68.47916667,55,81,251.2083333,873,0,3.0125,30.6,13.3,27.3,6.3,21.7044,23.55,39.88223851,9.520355178,4.937560193,4.937560193,13.55,0,0,0,0,2015
2/17/2015,28.4,21.2,24.11458333,17.25625,66.16666667,50,78,233.8333333,861,0,2.735416667,25.7,12.9,29.3,7.2,20.2032,24.8,39.80320574,10.46457837,4.835866467,4.835866467,14.8,0,0,0,0,2015
2/18/2015,28.9,22,24.29583333,17.675,67.10416667,49,75,216.3958333,945,0,2.333333333,22.5,13.5,29.7,6.9,18.6966,25.45,39.72200392,10.37933772,4.484224354,4.484224354,15.45,0,0,0,0,2015
2/19/2015,29.1,20.3,24.54791667,16.4125,61.33333333,47,73,194.5,833,0,1.933333333,22.5,12.8,29.7,8.8,16.8048,24.7,39.63862154,11.49414431,4.321155267,4.321155267,14.7,0,0,0,0,2015
2/20/2015,28.9,19.2,24.00625,15.73333333,61.125,41,73,263.2916667,891,0,2.839583333,27.4,13.1,29.3,9.7,22.7484,24.05,39.55304868,11.85739068,5.421784967,5.421784967,14.05,0,0,0,0,2015
2/21/2015,29.1,19.2,24.4875,17.14375,64.875,43,79,243.8125,906,0,2.26875,24.1,13.1,30.1,9.9,21.0654,24.15,39.46527715,11.98098586,4.914069089,4.914069089,14.15,0,0,0,0,2015
2/22/2015,27.3,20.6,24.19791667,18.39791667,70.4375,59,80,261.3125,859,0,2.835416667,22.5,12.8,28.6,6.7,22.5774,23.95,39.37530049,9.786910084,4.973363504,4.973363504,13.95,0,0,0,0,2015
2/23/2015,26.7,19.6,23.33541667,17.08125,68.20833333,57,76,254.875,861,0,2.735416667,22.5,12.5,27.3,7.1,22.0212,23.15,39.28311403,9.858635824,4.850900914,4.850900914,13.15,0,0,0,0,2015
2/24/2015,27.1,20.9,23.325,16.50416667,66.125,51,78,248.375,839,0,2.910416667,27.4,12.9,26.9,6.2,21.4596,24,39.18871493,9.381255948,4.919129656,4.919129656,14,0,0,0,0,2015
2/25/2015,27.1,20.6,23.1125,15.64791667,63.375,48,75,175.7708333,811,0,2,20.9,12.1,26.8,6.5,15.1866,23.85,39.09210222,9.547475351,3.900416493,3.900416493,13.85,0,0,0,0,2015
2/26/2015,27.7,19.9,23.29791667,14.5375,58.625,45,71,238.1875,828,0,2.879166667,25.7,12.7,27.4,7.8,20.5794,23.8,38.99327685,10.41977164,5.140531427,5.140531427,13.8,0,0,0,0,2015
2/27/2015,28.9,17.8,23.3125,14.6125,59.60416667,41,78,233.7291667,841,0,2.166666667,20.9,12.5,28.9,11.1,20.1942,23.35,38.89224171,12.26371759,4.783387396,4.783387396,13.35,0,0,0,0,2015
2/28/2015,27.7,18.9,22.93125,15.83125,65.35416667,48,80,245.8958333,821,0,2.945833333,25.7,12.3,27.8,8.8,21.2454,23.3,38.78900169,10.87726217,4.894988438,4.894988438,13.3,0,0,0,0,2015
3/1/2015,27.2,17.9,22.42083333,15.26666667,64.95833333,48,77,246.9166667,837,0,2.679166667,25.7,12.7,26.8,9.3,21.3336,22.55,38.68356366,10.94811436,4.770289483,4.770289483,12.55,0,0,0,0,2015
3/2/2015,27.6,18.8,22.76666667,15.31666667,63.79166667,48,77,251.7083333,830,0,2.533333333,20.9,12.6,27.4,8.8,21.7476,23.2,38.57593656,10.79119419,4.857635351,4.857635351,13.2,0,0,0,0,2015
3/3/2015,28.8,18.8,23.60416667,15.74791667,62.625,45,77,201.5208333,832,0,2.472916667,24.1,12.3,28.9,10,17.4114,23.8,38.46613139,11.63857146,4.468682715,4.468682715,13.8,0,0,0,0,2015
3/4/2015,27.3,17.9,21.675,14.85625,66.45833333,45,80,197,833,0,2.266666667,22.5,10.5,26.9,9.4,17.0208,22.6,38.35416123,10.92661441,3.974043739,3.974043739,12.6,0,0,0,0,2015
3/5/2015,26.8,18.2,22.2375,14.96041667,64.5625,46,79,225.5208333,799,0,2.133333333,22.5,11.6,26.6,8.6,19.485,22.5,38.24004127,10.39442476,4.352130648,4.352130648,12.5,0,0,0,0,2015
3/6/2015,27.2,19.8,22.74166667,15.35208333,64,48,77,221.875,823,0,2.5,22.5,12.4,26.9,7.4,19.17,23.5,38.12378881,9.851215114,4.506426716,4.506426716,13.5,0,0,0,0,2015
3/7/2015,28.2,19.3,22.43125,15.46458333,65.77083333,45,77,198.2083333,913,0,2.933333333,24.1,12.2,28,8.9,17.1252,23.75,38.00542329,10.8352626,4.29262374,4.29262374,13.75,0,0,0,0,2015
3/8/2015,27.2,17.2,21.92083333,14.72708333,64.85416667,45,79,229.3333333,827,0,2.266666667,24.1,12,27,10,19.8144,22.2,37.8849663,11.021856,4.37766867,4.37766867,12.2,0,0,0,0,2015
3/9/2015,27.2,18.2,22.50833333,15.45833333,65.4375,49,80,239.3541667,825,0,2.4,20.9,12.3,27.2,9,20.6802,22.7,37.76244157,10.5527143,4.567172288,4.567172288,12.7,0,0,0,0,2015
3/10/2015,28.2,17.6,22.81458333,15.62291667,64.95833333,49,80,234.4166667,825,0,2.233333333,22.5,12.2,28.4,10.6,20.2536,22.9,37.63787498,11.47097341,4.513159067,4.513159067,12.9,0,0,0,0,2015
3/11/2015,29.3,18.9,23.58333333,16.34166667,65.20833333,46,83,232.6458333,819,0,2.235416667,30.6,12.1,29.8,10.4,20.1006,24.1,37.51129455,11.65790685,4.580082647,4.580082647,14.1,0,0,0,0,2015
3/12/2015,28.2,19.4,23.60625,16.95208333,67.4375,51,83,226.9166667,799,0,2,20.9,11.5,29.1,8.8,19.6056,23.8,37.38273047,10.61044313,4.356816535,4.356816535,13.8,0,0,0,0,2015
3/13/2015,29.2,19.4,24.20208333,16.56458333,63.52083333,44,78,223.1666667,813,0,2.1,22.5,11.2,29.7,9.8,19.2816,24.3,37.25221504,11.29210924,4.54322296,4.54322296,14.3,0,0,0,0,2015
3/14/2015,28.9,19.3,24.07916667,16.79791667,64.79166667,47,78,219.1458333,826,0,2.266666667,22.5,10.9,29.6,9.6,18.9342,24.1,37.11978271,11.08365249,4.498209194,4.498209194,14.1,0,0,0,0,2015
3/15/2015,27.3,19.1,23.41041667,16.69375,66.9375,49,81,222.8125,827,0,2.641666667,27.4,11.2,27.2,8.2,19.251,23.2,36.98547004,9.98733831,4.498469135,4.498469135,13.2,0,0,0,0,2015
3/16/2015,29.9,21,24.52708333,16.44583333,61.83333333,41,78,216.5208333,834,0,1.972916667,27.4,11.3,30.1,8.9,18.7074,25.45,36.84931568,10.93549328,4.481697198,4.481697198,15.45,0,0,0,0,2015
3/17/2015,28.9,20.3,24.3125,16.33333333,61.79166667,46,75,222.375,809,0,2.410416667,27.4,10.8,29.4,8.6,19.2132,24.6,36.71136035,10.49889025,4.703373462,4.703373462,14.6,0,0,0,0,2015
3/18/2015,28.1,20.9,23.4625,17.80833333,71.41666667,53,90,159.3125,859,1.8,1.333333333,20.9,12.1,28.7,7.2,13.7646,24.5,36.57164686,9.54726482,3.191146187,3.191146187,14.5,0,0,0,0,2015
3/19/2015,28.4,20.9,23.80208333,18.23958333,71.60416667,52,82,147.375,678,0,1.633333333,22.5,9.9,29.2,7.5,12.7332,24.65,36.43022,9.740874685,3.167383809,3.167383809,14.65,0,0,0,0,2015
3/20/2015,28.3,20.9,24.12916667,18.63333333,72.14583333,56,86,213.2916667,820,0,3,22.5,12.3,29.2,7.4,18.4284,24.6,36.28712661,9.626360739,4.308469796,4.308469796,14.6,0,0,0,0,2015
3/21/2015,27.9,21.1,24.47916667,17.86458333,67.29166667,53,78,218.8541667,817,0,2.835416667,24.1,12.4,29.1,6.8,18.909,24.5,36.14241545,9.16937709,4.591947698,4.591947698,14.5,0,0,0,0,2015
3/22/2015,28.7,19.6,23.7625,17.88333333,70.5,51,81,208.5416667,807,0,2.266666667,22.5,12.3,29.4,9.1,18.018,24.15,35.99613724,10.47698679,4.090872378,4.090872378,14.15,0,0,0,0,2015
3/23/2015,29.4,22.5,25.27083333,18.95416667,68.95833333,52,82,194.8958333,820,0,2.166666667,22.5,12.2,30.5,6.9,16.839,25.95,35.8483446,9.475443458,4.119667791,4.119667791,15.95,0,0,0,0,2015
3/24/2015,30.2,22.4,25.28125,19.18541667,69.85416667,48,82,161.2083333,770,0,2.066666667,22.5,11.2,31.2,7.8,13.9284,26.3,35.69909199,10.11278785,3.654045959,3.654045959,16.3,0.2,0,0,0,2015
3/25/2015,30.7,21.3,25.04791667,19.775,73.72916667,47,85,146.3958333,716,0,1.866666667,24.1,10.8,32.1,9.4,12.6486,26,35.54843568,10.97959618,3.259407723,3.259407723,16,0.7,0,0,0,2015
3/26/2015,29.7,22.9,25.34166667,20.11458333,73.375,57,84,206.9166667,759,0,2.8,24.1,12.3,32.1,6.8,17.8776,26.3,35.39643372,9.36225336,4.236300711,4.236300711,16.3,0,0,0,0,2015
3/27/2015,28,20.2,23.98333333,18.07708333,70.3125,53,83,194.6875,759,0,2.972916667,22.5,12.1,28.6,7.8,16.821,24.1,35.24314586,9.485578612,4.149380512,4.149380512,14.1,0,0,0,0,2015
3/28/2015,26.9,18.2,22.50208333,16.82916667,71.08333333,57,86,200.9583333,763,0,3.647916667,27.4,12,27.3,8.7,17.3628,22.55,35.08863353,9.605001944,4.153324426,4.153324426,12.55,0,0,0,0,2015
3/29/2015,27.2,16.6,21.675,15.41666667,69.0625,47,84,197.375,780,0,2.2,19.3,12,27,10.6,17.0532,21.9,34.93295978,10.38500379,3.769719488,3.769719488,11.9,0,0,0,0,2015
3/30/2015,29.4,18.3,23.53541667,16.425,65.5,40,80,166.25,779,0,1.9,24.1,12.1,29.8,11.1,14.364,23.85,34.7761892,11.09906312,3.623755603,3.623755603,13.85,0,0,0,0,2015
3/31/2015,27.8,16.8,21.675,15.1125,67.625,45,81,197.1458333,771,0,2.4,20.9,11.6,27.6,11,17.0334,22.3,34.6183879,10.58949845,3.86126213,3.86126213,12.3,0,0,0,0,2015
4/1/2015,26.9,16.4,21.30416667,15.18125,69.47916667,48,83,191.875,759,0,2.433333333,22.5,11.2,26.8,10.5,16.578,21.65,34.45962342,10.13164631,3.709337144,3.709337144,11.65,0,0,0,0,2015
4/2/2015,26.9,16.8,21.92083333,15.41458333,67.70833333,49,81,187.9583333,742,0,2.1,24.1,11.1,26.8,10.1,16.2396,21.85,34.2999647,9.940892735,3.685205491,3.685205491,11.85,0,0,0,0,2015
4/3/2015,26.7,18.4,22.21458333,15.30833333,65.83333333,52,81,191.25,776,0,2.370833333,24.1,11.4,26.7,8.3,16.524,22.55,34.13948198,9.127825908,3.889885245,3.889885245,12.55,0,0,0,0,2015
4/4/2015,26.6,19.3,22.36875,15.65625,66.47916667,50,78,152.375,760,0,1.8,22.5,10.5,26.6,7.3,13.1652,22.95,33.97824678,8.604345591,3.266835436,3.266835436,12.95,0,0,0,0,2015
4/5/2015,26.6,17,22.07083333,14.27291667,62.33333333,45,77,200.9375,764,0,1.966666667,22.5,10.7,26.4,9.6,17.361,21.8,33.81633178,9.543004624,3.929960618,3.929960618,11.8,0,0,0,0,2015
4/6/2015,25.7,15.5,20.4875,13.83333333,66.625,50,79,150.6041667,624,0,1.466666667,17.7,9.7,25.7,10.2,13.0122,20.6,33.65381081,9.492779546,2.963061178,2.963061178,10.6,0,0,0,0,2015
4/7/2015,26.6,17,21.27083333,15.04583333,68.45833333,51,81,166.3958333,672,0,2.133333333,24.1,10.4,26.2,9.6,14.3766,21.8,33.49075875,9.451127571,3.354925252,3.354925252,11.8,0,0,0,0,2015
4/8/2015,26.8,17.8,22.1125,15.63125,67.47916667,52,78,169.1041667,664,0,2.1,20.9,10.2,26.9,9,14.6106,22.3,33.32725147,9.221317209,3.477748475,3.477748475,12.3,0,0,0,0,2015
4/9/2015,24.4,19.8,20.8,15.84444444,73.38888889,61,79,49.83333333,333,0,0.088888889,6.4,3.9,24.4,4.6,4.3056,22.1,33.16336574,6.527370255,1.19184448,1.19184448,12.1,0,0,0,0,2015
4/11/2015,26.4,18.1,22.77352941,16.13235294,66.85294118,53,80,191.0294118,640,0,2.164705882,19.3,9.8,26.5,8.3,16.50494118,22.25,32.83477023,8.713715658,3.790576232,3.790576232,12.25,0,0,0,0,2015
4/12/2015,26.2,17.5,21.75625,16.07083333,70.70833333,56,81,148.8541667,649,0,2.266666667,22.5,9.4,26.6,8.7,12.861,21.85,32.67021795,8.78785102,3.160783593,3.160783593,11.85,0,0,0,0,2015
4/13/2015,26.8,18.3,22.8125,16.61875,68.8125,53,82,138.6041667,625,0,2,20.9,9.5,27,8.5,11.9754,22.55,32.5056021,8.795064985,3.128525004,3.128525004,12.55,0,0,0,0,2015
4/14/2015,26.2,17.9,21.56666667,15.74375,70.29166667,54,82,158.9583333,638,0,2.1,20.9,9.5,26.3,8.3,13.734,22.05,32.34100295,8.53981951,3.200831835,3.200831835,12.05,0,0,0,0,2015
4/15/2015,26.8,18.3,22.57083333,16.575,69.58333333,54,83,97.5625,591,0,1.333333333,24.1,8.6,27.1,8.5,8.4294,22.55,32.17650129,8.706019934,2.384931788,2.384931788,12.55,0,0,0,0,2015
4/16/2015,27.6,18.1,22.35625,16.08541667,68.75,50,82,149.6666667,628,0,2.20625,25.7,9.2,27.6,9.5,12.9312,22.85,32.01217829,9.224979624,3.270540846,3.270540846,12.85,0,0,0,0,2015
4/17/2015,26.6,16.4,20.77916667,14.68958333,69.125,49,81,140.8333333,609,0,2.033333333,22.5,9.4,26.6,10.2,12.168,21.5,31.84811547,9.193993904,2.97119564,2.97119564,11.5,0,0,0,0,2015
4/18/2015,26.2,18.9,22.59166667,15.87916667,66.08333333,56,76,104.4166667,556,0,2.066666667,20.9,8.1,26.6,7.3,9.0216,22.55,31.68439462,7.944713105,2.861110727,2.861110727,12.55,0,0,0,0,2015
4/19/2015,26.9,21.1,22.98541667,16.10208333,65.75,48,73,125.9583333,649,0,1.766666667,20.9,9,26.7,5.8,10.8828,24,31.52109771,7.298261963,2.979776511,2.979776511,14,0,0,0,0,2015
4/20/2015,26.6,18.9,22.7,16.19583333,67.3125,54,81,153.875,633,0,2.266666667,22.5,9.2,26.6,7.7,13.2948,22.75,31.35830683,8.115525794,3.380895575,3.380895575,12.75,0,0,0,0,2015
4/21/2015,25.1,19.9,21.64375,15.72916667,69.39583333,57,77,100.125,532,0,1.866666667,24.1,8.1,25.1,5.2,8.6508,22.5,31.19610413,6.59378702,2.545797521,2.545797521,12.5,0,0,0,0,2015
4/22/2015,25.1,19.5,21.31458333,15.34791667,69.27083333,54,79,132.5208333,625,0,1.866666667,24.1,8.5,25.2,5.6,11.4498,22.3,31.03457171,6.773481959,2.831973152,2.831973152,12.3,0,0,0,0,2015
4/23/2015,25.1,19.5,21.35625,15.21666667,68.3125,57,75,131.3958333,653,0,2.266666667,20.9,8.8,25.3,5.6,11.3526,22.3,30.87379159,6.738390731,2.98705324,2.98705324,12.3,0,0,0,0,2015
4/24/2015,24.6,19.9,21.33333333,15.19583333,68.25,59,73,109.375,532,0,1.633333333,20.9,7.7,24.9,4.7,9.45,22.25,30.71384563,6.13357221,2.543004086,2.543004086,12.25,0,0,0,0,2015
4/25/2015,24.5,17.3,21.18958333,14.84583333,67.58333333,54,80,111.2916667,427,0,1.433333333,17.7,6.6,24.7,7.2,9.6156,20.9,30.55481545,7.297678292,2.494889927,2.494889927,10.9,0,0,0,0,2015
4/26/2015,24.8,15.9,20.19791667,14.38125,69.75,55,80,121.6458333,670,0,1.704166667,25.7,8.1,24.9,8.9,10.5102,20.35,30.39678237,7.956920075,2.567403763,2.567403763,10.35,0,0,0,0,2015
4/27/2015,24.5,15.5,19.74791667,13.65208333,68.5625,54,80,164.1458333,667,0,1.766666667,22.5,8.3,24.5,9,14.1822,20,30.23982733,7.887151765,2.95994382,2.95994382,10,0,0,0,0,2015
4/28/2015,24.4,16.4,20.44583333,14.19791667,67.89583333,54,77,97.35416667,556,0,1.3,19.3,6.3,24.6,8,8.4114,20.4,30.08403087,7.476050357,2.244744326,2.244744326,10.4,0,0,0,0,2015
4/29/2015,25.3,14.9,19.44583333,12.98958333,67.22916667,50,79,157.8541667,636,0,2,17.7,8.2,25.1,10.4,13.6386,20.1,29.92947298,8.413617907,2.990340254,2.990340254,10.1,0,0,0,0,2015
4/30/2015,25,14.5,19.24375,13.13333333,68.79166667,50,79,149.0416667,611,0,2.1,20.9,7.8,24.8,10.5,12.8772,19.75,29.77623314,8.333015375,2.883271139,2.883271139,9.75,0,0,0,0,2015
5/1/2015,25.1,15.8,20.03541667,14.10416667,69.45833333,54,81,152.2083333,605,0,1.733333333,19.3,7.9,25.2,9.3,13.1508,20.45,29.62439018,7.947859275,2.82251184,2.82251184,10.45,0,0,0,0,2015
5/2/2015,25,19.3,21.60833333,15.28541667,67.625,56,74,139.375,604,0,1.533333333,22.5,7.8,25.2,5.7,12.042,22.15,29.47402224,6.465787903,2.784495141,2.784495141,12.15,0,0,0,0,2015
