img_index,date,agri_year,phenology,cloud_tile_pct,cloud_roi_pct,satellite,parcel_id,group,NDVI,EVI,NDRE,NDWI,SAVI,CIre,GNDVI,MTCI
20200127T144701_20200127T145626_T19KCV,2020-01-27,2020,Crec.Fruto,11.11,0.0,Sentinel-2A,A-3,A,0.327636,0.243081,0.259561,-0.438884,0.242324,0.53415,0.438884,1.578289
20200127T144701_20200127T145626_T19KCV,2020-01-27,2020,Crec.Fruto,11.11,0.0,Sentinel-2A,A-4,A,0.319616,0.241861,0.253866,-0.440548,0.242821,0.513094,0.440548,1.551392
20200127T144701_20200127T145626_T19KCV,2020-01-27,2020,Crec.Fruto,11.11,0.0,Sentinel-2A,B-5,B,0.348692,0.256971,0.277259,-0.448456,0.253605,0.60709,0.448456,1.835273
20200127T144701_20200127T145626_T19KCV,2020-01-27,2020,Crec.Fruto,11.11,0.0,Sentinel-2A,B-6,B,0.363624,0.269264,0.288196,-0.463609,0.265153,0.635084,0.463609,1.845751
20200127T144701_20200127T145626_T19KCV,2020-01-27,2020,Crec.Fruto,11.11,0.0,Sentinel-2A,B-7,B,0.36433,0.25885,0.293272,-0.467528,0.258557,0.647475,0.467528,1.965397
20200127T144701_20200127T145626_T19KCV,2020-01-27,2020,Crec.Fruto,11.11,0.0,Sentinel-2A,B-8,B,0.382876,0.227041,0.307082,-0.477168,0.231366,0.696484,0.477168,1.805745
20200127T144701_20200127T145626_T19KCV,2020-01-27,2020,Crec.Fruto,11.11,0.0,Sentinel-2A,C-9,C,0.343343,0.245479,0.274254,-0.461349,0.247651,0.574971,0.461349,1.659556
20200127T144701_20200127T145626_T19KCV,2020-01-27,2020,Crec.Fruto,11.11,0.0,Sentinel-2A,C-10,C,0.36886,0.26165,0.288997,-0.476339,0.262248,0.629343,0.476339,2.001315
20200127T144701_20200127T145626_T19KCV,2020-01-27,2020,Crec.Fruto,11.11,0.0,Sentinel-2A,C-11,C,0.358758,0.248347,0.286159,-0.471913,0.250729,0.619514,0.471913,1.778763
20200201T144659_20200201T145539_T19KCV,2020-02-01,2020,Crec.Fruto,8.15,0.0,Sentinel-2B,A-1,A,0.301948,0.234543,0.227885,-0.401742,0.226147,0.489007,0.401742,1.696356
20200201T144659_20200201T145539_T19KCV,2020-02-01,2020,Crec.Fruto,8.15,0.0,Sentinel-2B,A-2,A,0.306775,0.237243,0.233166,-0.418665,0.23201,0.491394,0.418665,1.660914
20200201T144659_20200201T145539_T19KCV,2020-02-01,2020,Crec.Fruto,8.15,0.0,Sentinel-2B,A-3,A,0.335514,0.252891,0.256035,-0.44442,0.248654,0.553607,0.44442,1.715766
20200201T144659_20200201T145539_T19KCV,2020-02-01,2020,Crec.Fruto,8.15,0.0,Sentinel-2B,A-4,A,0.328984,0.253139,0.253096,-0.447657,0.250324,0.538506,0.447657,1.691411
20200201T144659_20200201T145539_T19KCV,2020-02-01,2020,Crec.Fruto,8.15,0.0,Sentinel-2B,B-5,B,0.352374,0.264544,0.272712,-0.450167,0.257235,0.615921,0.450167,2.050724
20200201T144659_20200201T145539_T19KCV,2020-02-01,2020,Crec.Fruto,8.15,0.0,Sentinel-2B,B-6,B,0.36821,0.281619,0.28456,-0.466648,0.272405,0.653659,0.466648,1.986391
20200201T144659_20200201T145539_T19KCV,2020-02-01,2020,Crec.Fruto,8.15,0.0,Sentinel-2B,B-7,B,0.359253,0.266922,0.279503,-0.461297,0.261293,0.625043,0.461297,1.914678
20200201T144659_20200201T145539_T19KCV,2020-02-01,2020,Crec.Fruto,8.15,0.0,Sentinel-2B,B-8,B,0.389992,0.289826,0.302999,-0.488201,0.2832,0.701921,0.488201,2.044204
20200201T144659_20200201T145539_T19KCV,2020-02-01,2020,Crec.Fruto,8.15,0.0,Sentinel-2B,C-9,C,0.33854,0.249369,0.264822,-0.455853,0.248239,0.569192,0.455853,1.816546
20200201T144659_20200201T145539_T19KCV,2020-02-01,2020,Crec.Fruto,8.15,0.0,Sentinel-2B,C-10,C,0.371864,0.27983,0.286476,-0.477217,0.274283,0.643193,0.477217,1.62835
20200201T144659_20200201T145539_T19KCV,2020-02-01,2020,Crec.Fruto,8.15,0.0,Sentinel-2B,C-11,C,0.359072,0.258305,0.277379,-0.469751,0.255651,0.617857,0.469751,1.915506
20200206T144701_20200206T145542_T19KCV,2020-02-06,2020,Crec.Fruto,23.47,0.0,Sentinel-2A,A-1,A,0.280438,0.21554,0.214137,-0.380788,0.209718,0.434108,0.380788,1.569304
20200206T144701_20200206T145542_T19KCV,2020-02-06,2020,Crec.Fruto,23.47,0.0,Sentinel-2A,A-2,A,0.280904,0.215413,0.218185,-0.391023,0.211699,0.435951,0.391023,1.585017
20200206T144701_20200206T145542_T19KCV,2020-02-06,2020,Crec.Fruto,23.47,0.0,Sentinel-2A,A-3,A,0.315348,0.235359,0.242847,-0.423583,0.233163,0.499465,0.423583,1.637886
20200206T144701_20200206T145542_T19KCV,2020-02-06,2020,Crec.Fruto,23.47,0.0,Sentinel-2A,A-4,A,0.300414,0.230832,0.23329,-0.416487,0.228319,0.465145,0.416487,1.585415
20200206T144701_20200206T145542_T19KCV,2020-02-06,2020,Crec.Fruto,23.47,0.0,Sentinel-2A,B-5,B,0.327356,0.243901,0.257475,-0.422474,0.238788,0.550418,0.422474,1.856534
20200206T144701_20200206T145542_T19KCV,2020-02-06,2020,Crec.Fruto,23.47,0.0,Sentinel-2A,B-6,B,0.336604,0.254907,0.262704,-0.434055,0.248913,0.565767,0.434055,1.832617
20200206T144701_20200206T145542_T19KCV,2020-02-06,2020,Crec.Fruto,23.47,0.0,Sentinel-2A,B-7,B,0.332941,0.245504,0.261643,-0.434814,0.240956,0.554872,0.434814,1.83826
20200206T144701_20200206T145542_T19KCV,2020-02-06,2020,Crec.Fruto,23.47,0.0,Sentinel-2A,B-8,B,0.359476,0.264007,0.283423,-0.458406,0.259571,0.618558,0.458406,1.931097
20200206T144701_20200206T145542_T19KCV,2020-02-06,2020,Crec.Fruto,23.47,0.0,Sentinel-2A,C-9,C,0.32028,0.234596,0.251707,-0.434442,0.234267,0.518582,0.434442,1.707035
20200206T144701_20200206T145542_T19KCV,2020-02-06,2020,Crec.Fruto,23.47,0.0,Sentinel-2A,C-10,C,0.345603,0.256677,0.266945,-0.450653,0.253768,0.57023,0.450653,1.829586
20200206T144701_20200206T145542_T19KCV,2020-02-06,2020,Crec.Fruto,23.47,0.0,Sentinel-2A,C-11,C,0.340018,0.243331,0.266067,-0.447909,0.242386,0.573298,0.447909,1.805848
20200211T144659_20200211T145541_T19KCV,2020-02-11,2020,Crec.Fruto,1.87,0.0,Sentinel-2B,A-1,A,0.279988,0.214152,0.215916,-0.380977,0.207598,0.453769,0.380977,1.562477
20200211T144659_20200211T145541_T19KCV,2020-02-11,2020,Crec.Fruto,1.87,0.0,Sentinel-2B,A-2,A,0.28175,0.214786,0.220557,-0.395471,0.211101,0.450899,0.395471,1.445041
20200211T144659_20200211T145541_T19KCV,2020-02-11,2020,Crec.Fruto,1.87,0.0,Sentinel-2B,A-3,A,0.323377,0.240239,0.250424,-0.430906,0.236887,0.537899,0.430906,1.566014
20200211T144659_20200211T145541_T19KCV,2020-02-11,2020,Crec.Fruto,1.87,0.0,Sentinel-2B,A-4,A,0.299145,0.228547,0.235435,-0.421356,0.227375,0.484925,0.421356,1.480379
20200211T144659_20200211T145541_T19KCV,2020-02-11,2020,Crec.Fruto,1.87,0.0,Sentinel-2B,B-5,B,0.342393,0.252059,0.269853,-0.440398,0.246409,0.607991,0.440398,1.923934
20200211T144659_20200211T145541_T19KCV,2020-02-11,2020,Crec.Fruto,1.87,0.0,Sentinel-2B,B-6,B,0.348354,0.260437,0.276613,-0.448753,0.254013,0.622333,0.448753,1.861422
20200211T144659_20200211T145541_T19KCV,2020-02-11,2020,Crec.Fruto,1.87,0.0,Sentinel-2B,B-7,B,0.341035,0.243892,0.271009,-0.451828,0.242459,0.596498,0.451828,1.750547
20200211T144659_20200211T145541_T19KCV,2020-02-11,2020,Crec.Fruto,1.87,0.0,Sentinel-2B,B-8,B,0.368943,0.266041,0.289884,-0.472071,0.26257,0.648308,0.472071,1.760281
20200211T144659_20200211T145541_T19KCV,2020-02-11,2020,Crec.Fruto,1.87,0.0,Sentinel-2B,C-9,C,0.332489,0.239874,0.267299,-0.449795,0.239723,0.578587,0.449795,1.736937
20200211T144659_20200211T145541_T19KCV,2020-02-11,2020,Crec.Fruto,1.87,0.0,Sentinel-2B,C-10,C,0.354266,0.259818,0.278655,-0.464594,0.256649,0.61604,0.464594,1.929958
20200211T144659_20200211T145541_T19KCV,2020-02-11,2020,Crec.Fruto,1.87,0.0,Sentinel-2B,C-11,C,0.358542,0.252283,0.284437,-0.469334,0.251276,0.646911,0.469334,3.533711
20200216T144721_20200216T145559_T19KCV,2020-02-16,2020,Crec.Fruto,21.99,0.01,Sentinel-2A,A-1,A,0.243028,0.193192,0.199317,-0.333138,0.180355,0.381531,0.333138,1.408295
20200216T144721_20200216T145559_T19KCV,2020-02-16,2020,Crec.Fruto,21.99,0.01,Sentinel-2A,A-2,A,0.247354,0.196879,0.203116,-0.345635,0.185692,0.382642,0.345635,1.393797
20200216T144721_20200216T145559_T19KCV,2020-02-16,2020,Crec.Fruto,21.99,0.01,Sentinel-2A,A-3,A,0.276261,0.214132,0.226606,-0.371443,0.203089,0.440129,0.371443,1.467129
20200216T144721_20200216T145559_T19KCV,2020-02-16,2020,Crec.Fruto,21.99,0.01,Sentinel-2A,A-4,A,0.26435,0.210131,0.217143,-0.36973,0.200835,0.41397,0.36973,1.451486
20200216T144721_20200216T145559_T19KCV,2020-02-16,2020,Crec.Fruto,21.99,0.01,Sentinel-2A,B-5,B,0.290786,0.223125,0.242795,-0.376145,0.209732,0.497359,0.376145,1.793197
20200216T144721_20200216T145559_T19KCV,2020-02-16,2020,Crec.Fruto,21.99,0.01,Sentinel-2A,B-6,B,0.303044,0.237385,0.249178,-0.388891,0.222215,0.510969,0.388891,1.737591
20200216T144721_20200216T145559_T19KCV,2020-02-16,2020,Crec.Fruto,21.99,0.01,Sentinel-2A,B-7,B,0.297667,0.223819,0.248227,-0.38918,0.212763,0.502874,0.38918,1.726516
20200216T144721_20200216T145559_T19KCV,2020-02-16,2020,Crec.Fruto,21.99,0.01,Sentinel-2A,B-8,B,0.317208,0.239242,0.263944,-0.406251,0.227157,0.547734,0.406251,1.882794
20200216T144721_20200216T145559_T19KCV,2020-02-16,2020,Crec.Fruto,21.99,0.01,Sentinel-2A,C-9,C,0.295943,0.222517,0.247404,-0.395413,0.213442,0.498624,0.395413,1.744762
20200216T144721_20200216T145559_T19KCV,2020-02-16,2020,Crec.Fruto,21.99,0.01,Sentinel-2A,C-10,C,0.313192,0.238599,0.256778,-0.406574,0.226714,0.530458,0.406574,1.816278
20200216T144721_20200216T145559_T19KCV,2020-02-16,2020,Crec.Fruto,21.99,0.01,Sentinel-2A,C-11,C,0.322656,0.237589,0.26541,-0.411873,0.226552,0.561925,0.411873,1.747555
20200226T144721_20200226T145600_T19KCV,2020-02-26,2020,Crec.Fruto,8.9,0.0,Sentinel-2A,A-1,A,0.266244,0.198976,0.208912,-0.376308,0.196896,0.403992,0.376308,1.70733
20200226T144721_20200226T145600_T19KCV,2020-02-26,2020,Crec.Fruto,8.9,0.0,Sentinel-2A,A-2,A,0.27333,0.204165,0.213998,-0.391743,0.204509,0.408409,0.391743,1.349167
20200226T144721_20200226T145600_T19KCV,2020-02-26,2020,Crec.Fruto,8.9,0.0,Sentinel-2A,A-3,A,0.308047,0.222972,0.242218,-0.425903,0.224901,0.4778,0.425903,1.293867
20200226T144721_20200226T145600_T19KCV,2020-02-26,2020,Crec.Fruto,8.9,0.0,Sentinel-2A,A-4,A,0.293678,0.219649,0.231945,-0.420774,0.222753,0.452692,0.420774,1.460396
20200226T144721_20200226T145600_T19KCV,2020-02-26,2020,Crec.Fruto,8.9,0.0,Sentinel-2A,B-5,B,0.320984,0.230005,0.257064,-0.428927,0.229901,0.537966,0.428927,1.760469
20200226T144721_20200226T145600_T19KCV,2020-02-26,2020,Crec.Fruto,8.9,0.0,Sentinel-2A,B-6,B,0.335986,0.247251,0.269036,-0.441627,0.245234,0.568935,0.441627,1.793301
20200226T144721_20200226T145600_T19KCV,2020-02-26,2020,Crec.Fruto,8.9,0.0,Sentinel-2A,B-7,B,0.332964,0.23398,0.269035,-0.447827,0.236158,0.56162,0.447827,1.757617
20200226T144721_20200226T145600_T19KCV,2020-02-26,2020,Crec.Fruto,8.9,0.0,Sentinel-2A,B-8,B,0.358165,0.2518,0.286986,-0.46903,0.253764,0.607346,0.46903,1.790016
20200226T144721_20200226T145600_T19KCV,2020-02-26,2020,Crec.Fruto,8.9,0.0,Sentinel-2A,C-9,C,0.328875,0.232248,0.266386,-0.448667,0.23597,0.549683,0.448667,1.724207
20200226T144721_20200226T145600_T19KCV,2020-02-26,2020,Crec.Fruto,8.9,0.0,Sentinel-2A,C-10,C,0.350788,0.251673,0.278259,-0.462457,0.252842,0.5866,0.462457,1.780852
20200226T144721_20200226T145600_T19KCV,2020-02-26,2020,Crec.Fruto,8.9,0.0,Sentinel-2A,C-11,C,0.369685,0.255137,0.294418,-0.476509,0.257806,0.663246,0.476509,1.481147
20200302T144729_20200302T145559_T19KCV,2020-03-02,2020,Crec.Fruto,3.38,0.0,Sentinel-2B,A-1,A,0.275639,0.205833,0.208478,-0.383775,0.202393,0.428691,0.383775,1.294504
20200302T144729_20200302T145559_T19KCV,2020-03-02,2020,Crec.Fruto,3.38,0.0,Sentinel-2B,A-2,A,0.291441,0.218102,0.224425,-0.409117,0.216506,0.459989,0.409117,1.482643
20200302T144729_20200302T145559_T19KCV,2020-03-02,2020,Crec.Fruto,3.38,0.0,Sentinel-2B,A-3,A,0.319995,0.232366,0.245135,-0.436629,0.231957,0.50736,0.436629,1.575574
20200302T144729_20200302T145559_T19KCV,2020-03-02,2020,Crec.Fruto,3.38,0.0,Sentinel-2B,A-4,A,0.31514,0.236691,0.242466,-0.439527,0.237107,0.497526,0.439527,1.512554
20200302T144729_20200302T145559_T19KCV,2020-03-02,2020,Crec.Fruto,3.38,0.0,Sentinel-2B,B-5,B,0.325821,0.234888,0.257214,-0.434591,0.232227,0.560182,0.434591,1.870001
20200302T144729_20200302T145559_T19KCV,2020-03-02,2020,Crec.Fruto,3.38,0.0,Sentinel-2B,B-6,B,0.353579,0.260297,0.277825,-0.459822,0.255699,0.618377,0.459822,2.030512
20200302T144729_20200302T145559_T19KCV,2020-03-02,2020,Crec.Fruto,3.38,0.0,Sentinel-2B,B-7,B,0.339796,0.240552,0.267858,-0.453571,0.239954,0.583208,0.453571,1.857151
20200302T144729_20200302T145559_T19KCV,2020-03-02,2020,Crec.Fruto,3.38,0.0,Sentinel-2B,B-8,B,0.37314,0.263374,0.293905,-0.483477,0.26261,0.655626,0.483477,1.844372
20200302T144729_20200302T145559_T19KCV,2020-03-02,2020,Crec.Fruto,3.38,0.0,Sentinel-2B,C-9,C,0.333639,0.237511,0.264233,-0.453911,0.238329,0.56616,0.453911,1.726154
20200302T144729_20200302T145559_T19KCV,2020-03-02,2020,Crec.Fruto,3.38,0.0,Sentinel-2B,C-10,C,0.358272,0.257211,0.279628,-0.473139,0.256703,0.615197,0.473139,1.76321
20200302T144729_20200302T145559_T19KCV,2020-03-02,2020,Crec.Fruto,3.38,0.0,Sentinel-2B,C-11,C,0.371911,0.258684,0.292884,-0.480785,0.257969,0.684257,0.480785,1.9662
20200312T144729_20200312T145600_T19KCV,2020-03-12,2020,Crec.Fruto,13.94,0.0,Sentinel-2B,A-1,A,0.260936,0.19914,0.202357,-0.363712,0.191475,0.404579,0.363712,1.556212
20200312T144729_20200312T145600_T19KCV,2020-03-12,2020,Crec.Fruto,13.94,0.0,Sentinel-2B,A-2,A,0.27107,0.208074,0.211149,-0.381241,0.201269,0.422053,0.381241,1.482551
20200312T144729_20200312T145600_T19KCV,2020-03-12,2020,Crec.Fruto,13.94,0.0,Sentinel-2B,A-3,A,0.306567,0.227403,0.23887,-0.41703,0.222074,0.489365,0.41703,1.527852
20200312T144729_20200312T145600_T19KCV,2020-03-12,2020,Crec.Fruto,13.94,0.0,Sentinel-2B,A-4,A,0.299801,0.229666,0.23335,-0.415892,0.225253,0.475652,0.415892,1.474107
20200312T144729_20200312T145600_T19KCV,2020-03-12,2020,Crec.Fruto,13.94,0.0,Sentinel-2B,B-5,B,0.315311,0.230975,0.25185,-0.417774,0.224325,0.539683,0.417774,1.76653
20200312T144729_20200312T145600_T19KCV,2020-03-12,2020,Crec.Fruto,13.94,0.0,Sentinel-2B,B-6,B,0.335664,0.252324,0.266565,-0.435143,0.242851,0.58232,0.435143,1.878381
20200312T144729_20200312T145600_T19KCV,2020-03-12,2020,Crec.Fruto,13.94,0.0,Sentinel-2B,B-7,B,0.333137,0.237508,0.265685,-0.440148,0.232921,0.574772,0.440148,1.793141
20200312T144729_20200312T145600_T19KCV,2020-03-12,2020,Crec.Fruto,13.94,0.0,Sentinel-2B,B-8,B,0.354903,0.253584,0.281583,-0.459789,0.248497,0.616025,0.459789,1.80124
20200312T144729_20200312T145600_T19KCV,2020-03-12,2020,Crec.Fruto,13.94,0.0,Sentinel-2B,C-9,C,0.326022,0.233419,0.260616,-0.44003,0.230406,0.554825,0.44003,1.732848
20200312T144729_20200312T145600_T19KCV,2020-03-12,2020,Crec.Fruto,13.94,0.0,Sentinel-2B,C-10,C,0.343676,0.248357,0.269927,-0.453402,0.243874,0.582432,0.453402,1.71506
20200312T144729_20200312T145600_T19KCV,2020-03-12,2020,Crec.Fruto,13.94,0.0,Sentinel-2B,C-11,C,0.36189,0.253004,0.286854,-0.463253,0.24772,0.661073,0.463253,1.814863
20200317T144721_20200317T145558_T19KCV,2020-03-17,2020,Crec.Fruto,24.18,0.0,Sentinel-2A,A-1,A,0.254844,0.193036,0.20177,-0.359101,0.18701,0.377766,0.359101,1.351209
20200317T144721_20200317T145558_T19KCV,2020-03-17,2020,Crec.Fruto,24.18,0.0,Sentinel-2A,A-2,A,0.26692,0.201382,0.214092,-0.379888,0.197954,0.399381,0.379888,1.410039
20200317T144721_20200317T145558_T19KCV,2020-03-17,2020,Crec.Fruto,24.18,0.0,Sentinel-2A,A-3,A,0.285066,0.209632,0.229787,-0.395626,0.205993,0.444584,0.395626,1.069215
20200317T144721_20200317T145558_T19KCV,2020-03-17,2020,Crec.Fruto,24.18,0.0,Sentinel-2A,A-4,A,0.287311,0.218585,0.230857,-0.402845,0.21535,0.445696,0.402845,1.436135
20200317T144721_20200317T145558_T19KCV,2020-03-17,2020,Crec.Fruto,24.18,0.0,Sentinel-2A,B-5,B,0.300411,0.218644,0.245578,-0.401707,0.213207,0.497372,0.401707,1.67316
20200317T144721_20200317T145558_T19KCV,2020-03-17,2020,Crec.Fruto,24.18,0.0,Sentinel-2A,B-6,B,0.321896,0.240047,0.260248,-0.420591,0.232812,0.538995,0.420591,1.700008
20200317T144721_20200317T145558_T19KCV,2020-03-17,2020,Crec.Fruto,24.18,0.0,Sentinel-2A,B-7,B,0.306167,0.219044,0.251461,-0.411904,0.215382,0.509298,0.411904,1.680198
20200317T144721_20200317T145558_T19KCV,2020-03-17,2020,Crec.Fruto,24.18,0.0,Sentinel-2A,B-8,B,0.335482,0.238581,0.273035,-0.44075,0.235398,0.561129,0.44075,1.743205
20200317T144721_20200317T145558_T19KCV,2020-03-17,2020,Crec.Fruto,24.18,0.0,Sentinel-2A,C-9,C,0.299365,0.216011,0.246534,-0.409363,0.213052,0.489616,0.409363,1.609874
20200317T144721_20200317T145558_T19KCV,2020-03-17,2020,Crec.Fruto,24.18,0.0,Sentinel-2A,C-10,C,0.320217,0.231805,0.257719,-0.428988,0.228057,0.523997,0.428988,1.96788
20200317T144721_20200317T145558_T19KCV,2020-03-17,2020,Crec.Fruto,24.18,0.0,Sentinel-2A,C-11,C,0.337032,0.235506,0.273833,-0.435479,0.231373,0.592573,0.435479,1.952423
20200322T144729_20200322T145603_T19KCV,2020-03-22,2020,Crec.Fruto,1.54,0.0,Sentinel-2B,A-1,A,0.290564,0.210464,0.218823,-0.40296,0.209048,0.453682,0.40296,1.481658
20200322T144729_20200322T145603_T19KCV,2020-03-22,2020,Crec.Fruto,1.54,0.0,Sentinel-2B,A-2,A,0.310228,0.225934,0.236135,-0.433215,0.226415,0.489171,0.433215,1.567393
20200322T144729_20200322T145603_T19KCV,2020-03-22,2020,Crec.Fruto,1.54,0.0,Sentinel-2B,A-3,A,0.331165,0.233559,0.251043,-0.451998,0.235237,0.532133,0.451998,1.567791
20200322T144729_20200322T145603_T19KCV,2020-03-22,2020,Crec.Fruto,1.54,0.0,Sentinel-2B,A-4,A,0.34167,0.25015,0.260863,-0.467479,0.252517,0.555831,0.467479,1.666416
20200322T144729_20200322T145603_T19KCV,2020-03-22,2020,Crec.Fruto,1.54,0.0,Sentinel-2B,B-5,B,0.346177,0.240799,0.267522,-0.454507,0.240378,0.594939,0.454507,1.725182
20200322T144729_20200322T145603_T19KCV,2020-03-22,2020,Crec.Fruto,1.54,0.0,Sentinel-2B,B-6,B,0.371793,0.265821,0.288591,-0.480733,0.263626,0.652469,0.480733,1.909288
20200322T144729_20200322T145603_T19KCV,2020-03-22,2020,Crec.Fruto,1.54,0.0,Sentinel-2B,B-7,B,0.350824,0.240427,0.272695,-0.467397,0.241941,0.605306,0.467397,1.858921
20200322T144729_20200322T145603_T19KCV,2020-03-22,2020,Crec.Fruto,1.54,0.0,Sentinel-2B,B-8,B,0.390452,0.264578,0.303706,-0.505148,0.266956,0.687143,0.505148,1.88691
20200322T144729_20200322T145603_T19KCV,2020-03-22,2020,Crec.Fruto,1.54,0.0,Sentinel-2B,C-9,C,0.342954,0.235907,0.265337,-0.464852,0.239058,0.57446,0.464852,1.703518
20200322T144729_20200322T145603_T19KCV,2020-03-22,2020,Crec.Fruto,1.54,0.0,Sentinel-2B,C-10,C,0.370956,0.255928,0.288243,-0.489448,0.258128,0.636194,0.489448,2.637153
20200322T144729_20200322T145603_T19KCV,2020-03-22,2020,Crec.Fruto,1.54,0.0,Sentinel-2B,C-11,C,0.383958,0.25301,0.296913,-0.493571,0.25589,0.702904,0.493571,2.828559
20200406T144721_20200406T145454_T19KCV,2020-04-06,2020,Envero,3.55,0.0,Sentinel-2A,A-1,A,0.280896,0.19639,0.216539,-0.397933,0.200919,0.426755,0.397933,1.807499
20200406T144721_20200406T145454_T19KCV,2020-04-06,2020,Envero,3.55,0.0,Sentinel-2A,A-2,A,0.295918,0.208078,0.226475,-0.423502,0.214742,0.444373,0.423502,1.462056
20200406T144721_20200406T145454_T19KCV,2020-04-06,2020,Envero,3.55,0.0,Sentinel-2A,A-3,A,0.320033,0.217418,0.248214,-0.44552,0.225302,0.499516,0.44552,1.512165
20200406T144721_20200406T145454_T19KCV,2020-04-06,2020,Envero,3.55,0.0,Sentinel-2A,A-4,A,0.325625,0.228883,0.251572,-0.456943,0.238105,0.514609,0.456943,1.60364
20200406T144721_20200406T145454_T19KCV,2020-04-06,2020,Envero,3.55,0.0,Sentinel-2A,B-5,B,0.335235,0.223874,0.262943,-0.448722,0.230165,0.563622,0.448722,2.101643
20200406T144721_20200406T145454_T19KCV,2020-04-06,2020,Envero,3.55,0.0,Sentinel-2A,B-6,B,0.358309,0.245804,0.28051,-0.469502,0.251293,0.611175,0.469502,2.601412
20200406T144721_20200406T145454_T19KCV,2020-04-06,2020,Envero,3.55,0.0,Sentinel-2A,B-7,B,0.345983,0.225506,0.272043,-0.465858,0.234536,0.582085,0.465858,1.885001
20200406T144721_20200406T145454_T19KCV,2020-04-06,2020,Envero,3.55,0.0,Sentinel-2A,B-8,B,0.373159,0.241313,0.295883,-0.495555,0.251412,0.635803,0.495555,1.841422
20200406T144721_20200406T145454_T19KCV,2020-04-06,2020,Envero,3.55,0.0,Sentinel-2A,C-9,C,0.334799,0.218962,0.26493,-0.461996,0.22894,0.557294,0.461996,1.735313
20200406T144721_20200406T145454_T19KCV,2020-04-06,2020,Envero,3.55,0.0,Sentinel-2A,C-10,C,0.357809,0.234578,0.27935,-0.481206,0.24441,0.595113,0.481206,1.791061
20200406T144721_20200406T145454_T19KCV,2020-04-06,2020,Envero,3.55,0.0,Sentinel-2A,C-11,C,0.370216,0.23093,0.292372,-0.488771,0.242243,0.658436,0.488771,2.089397
20200416T144731_20200416T145453_T19KCV,2020-04-16,2020,Envero,0.01,0.0,Sentinel-2A,A-1,A,0.295075,0.21078,0.220179,-0.413133,0.210068,0.441698,0.413133,1.542929
20200416T144731_20200416T145453_T19KCV,2020-04-16,2020,Envero,0.01,0.0,Sentinel-2A,A-2,A,0.292715,0.208148,0.218743,-0.419925,0.209859,0.428726,0.419925,1.419569
20200416T144731_20200416T145453_T19KCV,2020-04-16,2020,Envero,0.01,0.0,Sentinel-2A,A-3,A,0.316941,0.22238,0.242509,-0.43869,0.223574,0.488633,0.43869,1.726233
20200416T144731_20200416T145453_T19KCV,2020-04-16,2020,Envero,0.01,0.0,Sentinel-2A,A-4,A,0.31528,0.225879,0.236996,-0.440744,0.228166,0.480604,0.440744,1.57895
20200416T144731_20200416T145453_T19KCV,2020-04-16,2020,Envero,0.01,0.0,Sentinel-2A,B-5,B,0.337854,0.231885,0.258899,-0.449169,0.231484,0.553032,0.449169,1.852263
20200416T144731_20200416T145453_T19KCV,2020-04-16,2020,Envero,0.01,0.0,Sentinel-2A,B-6,B,0.349817,0.243903,0.268511,-0.459507,0.242285,0.579182,0.459507,1.843192
20200416T144731_20200416T145453_T19KCV,2020-04-16,2020,Envero,0.01,0.0,Sentinel-2A,B-7,B,0.344821,0.231491,0.266839,-0.461659,0.233015,0.566628,0.461659,1.64508
20200416T144731_20200416T145453_T19KCV,2020-04-16,2020,Envero,0.01,0.0,Sentinel-2A,B-8,B,0.357997,0.239932,0.277961,-0.474606,0.241908,0.597167,0.474606,1.906957
20200416T144731_20200416T145453_T19KCV,2020-04-16,2020,Envero,0.01,0.0,Sentinel-2A,C-9,C,0.339008,0.228298,0.262196,-0.459752,0.230735,0.552853,0.459752,1.895291
20200416T144731_20200416T145453_T19KCV,2020-04-16,2020,Envero,0.01,0.0,Sentinel-2A,C-10,C,0.34335,0.232428,0.262111,-0.460491,0.234164,0.556368,0.460491,1.715424
20200416T144731_20200416T145453_T19KCV,2020-04-16,2020,Envero,0.01,0.0,Sentinel-2A,C-11,C,0.373292,0.240923,0.28543,-0.483136,0.243256,0.642133,0.483136,2.025445
20200421T144719_20200421T145559_T19KCV,2020-04-21,2020,Envero,1.08,0.0,Sentinel-2B,A-1,A,0.29628,0.217988,0.218272,-0.405846,0.212836,0.440216,0.405846,
20200421T144719_20200421T145559_T19KCV,2020-04-21,2020,Envero,1.08,0.0,Sentinel-2B,A-2,A,0.304532,0.22506,0.226535,-0.422069,0.22185,0.456306,0.422069,1.698785
20200421T144719_20200421T145559_T19KCV,2020-04-21,2020,Envero,1.08,0.0,Sentinel-2B,A-3,A,0.332822,0.237385,0.250164,-0.447171,0.235158,0.512967,0.447171,1.745721
20200421T144719_20200421T145559_T19KCV,2020-04-21,2020,Envero,1.08,0.0,Sentinel-2B,A-4,A,0.338813,0.24933,0.252874,-0.456008,0.247753,0.52693,0.456008,1.750513
20200421T144719_20200421T145559_T19KCV,2020-04-21,2020,Envero,1.08,0.0,Sentinel-2B,B-5,B,0.342737,0.240237,0.260154,-0.448136,0.236532,0.562114,0.448136,1.994698
20200421T144719_20200421T145559_T19KCV,2020-04-21,2020,Envero,1.08,0.0,Sentinel-2B,B-6,B,0.363973,0.263879,0.278641,-0.465796,0.25699,0.61478,0.465796,2.082832
