year,scenario,obs_yield,cf_median_t_ha,cf_ci_low_t_ha,cf_ci_high_t_ha,delta_median,delta_ci_low,delta_ci_high,ratio_cf_obs
2016,full,1.6027272727272726,6.981235585698559,4.512031375011372,12.359356040906379,5.378508312971286,2.9093041022840995,10.756628768179105,4.355847501003072
2016,chill,1.6027272727272726,8.556419851209373,3.782101036947447,17.855807586139434,6.953692578482101,2.1793737642201743,16.253080313412163,5.338662414254289
2016,heat,1.6027272727272726,1.6887778848680142,0.8796083786414288,16.382281771001463,0.08605061214074161,-0.7231188940858437,14.77955449827419,1.0536901153458966
2024,full,0.6836363636363636,6.981235585698559,4.512031375011372,12.359356040906379,6.297599222062195,3.8283950113750085,11.675719677270015,10.211913755676084
2024,chill,0.6836363636363636,6.6983618637992715,3.6670603364731202,12.043886027028535,6.014725500162908,2.9834239728367566,11.360249663392171,9.79813570502553
2024,heat,0.6836363636363636,1.259893357982166,0.555286843822378,18.658182795230005,0.5762569943458025,-0.12834951981398557,17.97454643159364,1.842929114069658
