year,scenario,obs_yield,cf_median,cf_ci_low,cf_ci_high,delta_median,delta_ci_low,delta_ci_high,pct_recovery
2016,full,1.6027272727272726,7.566456672745048,5.054838172745848,10.636883434899016,5.963729400017775,3.452110900018575,9.034156162171742,126.18614743966437
2016,chill,1.6027272727272726,7.595207517725639,2.738633767934252,12.143733892897446,5.992480244998366,1.1359064952069795,10.541006620170174,126.79448462607745
2016,heat,1.6027272727272726,2.900980996137065,-0.7474446593772683,13.688812104540546,1.2982537234097924,-2.3501719321045407,12.086084831813274,27.469662817999932
2024,full,0.6836363636363636,7.566456672745048,5.054838172745848,10.636883434899016,6.882820309108684,4.371201809109484,9.953247071262652,121.92282040371275
2024,chill,0.6836363636363636,7.75544351939172,4.429372205497262,10.979737403029095,7.071807155755357,3.745735841860898,10.296101039392731,125.27054827216703
2024,heat,0.6836363636363636,2.06708607952212,-1.8294694599934527,14.69342008000792,1.3834497158857566,-2.5131058236298163,14.009783716371556,24.50653709850368
