yield_year,yield_tn_ha,yield_sd,CP_lag1,CH12_lag1,Tmean_chill_lag1,Tmax_mean_FLOR,Tmean_mean_FLOR,Tmax_mean_CREC,Tmean_mean_CREC,ET0_sum_CREC,ONI_chill
2016,1.6027272727272726,0.1910544900854681,0.0,63.0,18.19909006735981,22.23478260869565,18.705227260869563,27.50133333333333,23.3880700296,365.002599737,1.4375
2017,6.140909090909091,0.595020244117031,0.0,132.0,17.189485248307474,22.560869565217395,18.9762154176087,28.17432432432432,23.988619462702708,378.98877873900005,-0.08
2018,7.661818181818182,0.6765178221128871,0.0,85.0,17.45878732310993,21.121739130434783,17.471536242608693,26.984745762711867,21.955425824067795,268.089548941,0.22749999999999998
2019,9.317272727272728,0.9189895636958114,0.0,100.0,16.77075980812661,22.74347826086956,18.86167824173913,27.5171875,22.45878673234375,281.780881435,0.085
2020,8.325454545454546,0.8636244975261382,1.0015394737663663,147.0,16.321239945625745,21.793478260869566,17.03088756630435,27.36133333333333,21.10504912813333,314.97395890800004,0.42000000000000004
2022,12.061818181818182,1.0767341192868192,3.029690606961055,417.0,16.55968325945904,22.09347826086957,15.95058876847826,24.77076923076923,18.65750000015385,247.575818777,-0.3725
2023,4.837272727272727,0.6215479210662831,4.024588875343309,489.0,16.029180732487994,22.08888888888889,16.198379629444446,26.014,19.8327083336,202.452458434,-0.8275000000000001
2024,0.6836363636363636,0.0436515125219567,0.0,30.0,18.45498804715187,23.805,17.91661458325,26.838709677419352,20.563474462258064,254.83836898,0.9750000000000001
