term,estimate,std_error,t,p_value,ci_low,ci_high
Intercept,13.767633641362394,4.349585676702218,3.1652747329719872,0.024946900611735733,2.586667708287788,24.948599574437
Tmean_chill_lag1,-0.8164082384616606,0.27173213249425443,-3.004459689650148,0.02994545011640153,-1.5149179224101113,-0.11789855451320985
Tmean_mean_CREC,0.0887751714021048,0.1314482448255398,0.6753621664551597,0.5294122106876245,-0.24912329907270292,0.4266736418769125
