c_offset,n,beta_chill,se_chill,p_chill,beta_creg,se_creg,p_creg,R2_log,R2_raw,RMSE_raw,MAE_raw
0.1,8,-0.9613117130780386,0.30558353460756227,0.025498556032390676,0.11765445769352309,0.14782358973537293,0.46218068438012616,0.6707368809095907,0.010569747842030908,3.5868876027271024,2.640420352873901
0.25,8,-0.8993523928499951,0.29130020425995107,0.02724054835372781,0.10491358836769567,0.14091414296798865,0.49005184483026365,0.6633992829791497,0.05329749309093268,3.508584489296948,2.5982660689037247
0.5,8,-0.8164082384616606,0.27173213249425443,0.02994545011640153,0.0887751714021048,0.1314482448255398,0.5294122106876245,0.652649077165874,0.10787324407169796,3.4059514875854195,2.542019348388167
0.75,8,-0.7506293045368115,0.2557317561197435,0.03243577271936459,0.07673409551893573,0.12370819078161122,0.5622457780790102,0.6433626566872869,0.1490400425252526,3.3264403328741468,2.497819116371827
1.0,8,-0.6965705820884966,0.24218580321836386,0.03474265707491973,0.06734688548727039,0.11715544445370525,0.5902893984950788,0.6352216425401955,0.18148487493381193,3.2624099279240046,2.4619333149494484
