year,obs,pred,residual
2016,1.6027272727272726,3.8128088141334633,-2.2100815414061907
2017,6.140909090909091,5.8018028748912505,0.3391062160178402
2018,7.661818181818182,4.868470522426991,2.7933476593911912
2019,9.317272727272728,6.72101689694872,2.596255830324008
2020,8.325454545454546,8.92914321402393,-0.6036886685693847
2022,12.061818181818182,4.721651500787431,7.340166681030752
2023,4.837272727272727,12.736928285326908,-7.899655558054181
2024,0.6836363636363636,5.970334376885333,-5.286698013248969
